N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data     15/03/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000000.spe	0.04	8.00	1	0.018310	-0.003767	0.010142	0.091406	11963.79785	1.42	0	0	0	0	0	13	60	0	0	0	0	4	0	24	0	10	0	32	0	0	0	81	14	193	745	0	0	0	14	9	41	0	4	0	0	0	0	21752	4764	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000001.spe	2.04	8.00	1	0.018311	-0.003767	0.010160	0.091406	14585.86719	1.09	23	17	22	0	29	12	44	0	16	0	8	9	0	198	0	0	6	10	13	14	77	199	34	364	764	0	0	0	9	0	0	0	0	0	0	13	0	26836	5910	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000002.spe	4.04	7.90	1	0.018311	-0.003767	0.010160	0.091406	17432.72656	1.11	15	7	11	0	33	25	55	32	100	0	49	26	217	4290	0	0	0	29	40	125	22	150	0	444	919	0	0	5	0	39	0	17	0	0	56	0	0	29765	6554	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000003.spe	6.04	7.75	1	0.018311	-0.003767	0.010160	0.091406	20775.65820	1.55	0	19	12	0	20	0	31	37	209	0	72	8	361	8719	16	0	0	0	0	59	187	399	44	573	1063	0	0	8	47	10	46	0	0	28	115	0	2888495078627002	34944	7251	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000004.spe	8.04	7.74	1	0.018312	-0.003767	0.010160	0.091406	22333.38086	1.32	40	30	31	8	53	9	32	60	272	6	121	7	476	11793	130	23	0	51	0	120	100	371	82	472	928	0	0	0	0	0	0	49	13	107	53	24	2037905515446888	35984	7474	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000005.spe	10.04	7.76	1	0.018311	-0.003767	0.010160	0.091406	21869.30273	1.36	0	0	0	12	45	0	42	58	244	0	93	22	462	9889	28	0	0	0	0	19	17	329	71	512	998	0	0	0	34	19	34	63	103	7	121	9	3177209693313880	35700	7158	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000006.spe	12.04	7.75	1	0.018312	-0.003767	0.010160	0.091406	22358.17969	1.60	0	0	24	17	27	0	51	54	244	0	86	0	442	10099	87	0	44	0	0	108	126	309	0	424	914	7	0	11	0	0	83	43	41	57	111	0	4122059951755976	36056	7301	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000007.spe	14.04	7.76	1	0.018312	-0.003767	0.010160	0.091406	22490.47266	1.30	0	39	26	16	39	0	60	52	264	0	118	20	516	9832	94	0	0	0	8	139	39	282	0	428	986	0	0	0	0	0	0	62	0	98	67	19	3376063625354966	36537	7388	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000008.spe	16.04	7.75	1	0.018312	-0.003767	0.010160	0.091406	21307.23047	1.45	24	7	39	0	67	0	64	74	301	0	99	18	498	7367	40	0	0	9	0	114	0	198	60	651	922	0	6	17	38	0	32	13	0	0	72	0	4356884016167256	34880	7085	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000009.spe	18.04	7.72	1	0.018312	-0.003767	0.010160	0.091406	20642.56445	1.29	14	9	20	10	38	7	35	62	169	0	66	15	441	5703	20	0	0	47	0	0	0	280	157	359	1189	0	0	0	18	12	70	71	0	198	69	0	0	35103	7284	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000010.spe	20.04	7.70	1	0.018312	-0.003767	0.010160	0.091406	19914.59766	1.15	16	28	5	0	15	0	31	35	162	0	46	0	329	4536	40	11	34	19	0	81	28	196	0	423	965	0	0	0	0	0	17	47	0	6	48	17	1740211059166437	33957	6956	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000011.spe	22.04	7.68	1	0.018312	-0.003767	0.010160	0.091406	20705.85938	1.26	0	20	0	5	32	0	47	17	152	0	45	0	379	5383	43	0	0	0	0	28	98	237	0	502	946	0	0	0	15	16	0	0	0	0	70	7	0	34462	7190	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000012.spe	24.04	7.67	1	0.018312	-0.003767	0.010160	0.091406	21163.23828	1.24	0	10	18	0	28	17	28	54	244	0	116	10	477	6657	70	0	0	9	0	72	102	297	145	494	1080	0	0	0	0	8	85	42	0	80	33	6	0	35048	7279	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000013.spe	26.04	7.63	1	0.018312	-0.003767	0.010160	0.091406	21738.00977	1.30	0	0	8	10	33	0	23	63	198	0	93	25	501	7169	113	0	0	0	0	14	172	338	116	476	927	0	0	0	0	0	0	12	63	0	63	0	0	35736	7213	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000014.spe	28.04	7.61	1	0.018312	-0.003767	0.010160	0.091406	21452.02148	1.11	4	12	59	16	28	0	38	67	210	0	74	9	487	7620	6	0	0	0	0	0	127	249	79	525	984	0	0	0	26	0	20	40	34	9	122	0	3968228174630613	34773	7045	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000015.spe	30.04	7.62	1	0.018312	-0.003767	0.010160	0.091406	21102.94141	1.26	7	23	35	25	48	13	49	39	214	0	80	23	450	6924	23	0	0	0	0	0	38	156	167	520	1077	0	0	0	0	0	0	20	77	41	122	0	0	34371	7059	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000016.spe	32.04	7.64	1	0.018312	-0.003767	0.010160	0.091406	20934.94727	1.23	7	0	11	13	30	0	21	40	186	0	74	13	442	6267	94	0	0	28	0	98	78	240	222	478	929	8	0	0	11	0	0	41	15	75	31	0	2374419657798664	34623	6996	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000017.spe	34.04	7.64	1	0.018312	-0.003767	0.010160	0.091406	21220.53320	1.49	28	37	34	23	38	21	54	70	180	8	57	0	458	6549	70	0	0	0	23	47	131	268	82	609	895	0	0	27	46	0	0	6	55	75	58	21	3220201169846937	35281	6967	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000018.spe	36.04	7.65	1	0.018312	-0.003767	0.010160	0.091406	21641.61328	1.21	23	17	46	11	55	21	51	50	227	0	59	12	487	6941	80	0	21	0	0	15	81	313	42	327	874	0	0	8	0	34	27	31	87	0	39	0	0	35134	7087	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1D\XRF data\L000019.spe	38.04	7.65	1	0.018312	-0.003767	0.010160	0.091406	21369.32813	1.41	0	0	6	21	46	0	31	12	179	0	75	19	412	6521	45	18	0	0	22	0	174	311	39	515	1136	0	0	0	11	16	0	0	65	0	120	0	3097914203637034	35616	7397	
