mean_age_SH20-M1H,LnFe_Mn,mean_age_SH20-M1H,LnMn_Ti,mean_age_SH20-M1H,LnBr_Ti,mean_age_SH20-M1H,Mo_inc/coh,mean_age_SH20-M1H,Ln_Ca/Ti
4998.1,2.91519925,4998.1,1.709283247,4998.1,1.998095902,4998.1,1.592900011,4998.1,0.955511445
5000.2,2.975900555,5000.2,1.799058772,5000.2,1.410718913,5000.2,1.580738685,5000.2,1.134587391
5002.2,3.035630765,5002.2,1.568615918,5002.2,1.335001067,5002.2,1.643418362,5002.2,0.943606543
5004.3,3.087639712,5004.3,1.706529037,5004.3,1.581603113,5004.3,1.582578084,5004.3,1.315198439
5006.4,2.927214213,5006.4,1.61210103,5006.4,0.542324291,5006.4,1.597114878,5006.4,0.90825856
5008.5,2.969258797,5008.5,1.63375522,5008.5,0.961411167,5008.5,1.587963341,5008.5,0.715961858
5010.6,2.97672154,5010.6,2.075121881,5010.6,1.915907899,5010.6,1.569673407,5010.6,1.436725215
5012.7,3.033033627,5012.7,1.641746156,5012.7,1.165945409,5012.7,1.627487893,5012.7,0.785739967
5014.8,3.090940303,5014.8,1.523363304,5014.8,1.242400181,5014.8,1.604211006,5014.8,0.772396552
5016.9,3.028522096,5016.9,1.459625634,5016.9,1.361533811,5016.9,1.572718045,5016.9,0.78647912
5019,3.161083726,5019,1.360976553,5019,1.526056303,5019,1.588366599,5019,0.438254931
5021.1,3.14743097,5021.1,1.435084525,5021.1,1.517322624,5021.1,1.547315529,5021.1,0.875468737
5023.2,3.009125331,5023.2,1.780586169,5023.2,1.496642418,5023.2,1.557664255,5023.2,0.550046337
5025.2,3.068732699,5025.2,1.098612289,5025.2,1.294486812,5025.2,1.574710085,5025.2,0.399599989
5027.3,3.168167155,5027.3,1.185623666,5027.3,1.233090203,5027.3,1.552699287,5027.3,0.646627165
5029.4,2.867006591,5029.4,1.870349744,5029.4,1.266150049,5029.4,1.569227923,5029.4,1.066660689
5031.5,3.013080912,5031.5,1.817077277,5031.5,1.833606579,5031.5,1.59043081,5031.5,1.196250758
5033.6,3.172676361,5033.6,1.907070316,5033.6,3.069602122,5033.6,1.574080836,5033.6,1.16315081
5035.7,3.075080697,5035.7,1.435084525,5035.7,1.136482563,5035.7,1.59928844,5035.7,0.610909082
5037.8,3.028443223,5037.8,1.439004178,5037.8,1.23042399,5037.8,1.568390386,5037.8,0.661730984
5039.9,2.94207276,5039.9,1.67917125,5039.9,0.966843011,5039.9,1.591856528,5039.9,0.82725711
5042,3.111471179,5042,1.250063912,5042,1.804259632,5042,1.598205497,5042,0.484055383
5044.1,3.070258332,5044.1,1.373715579,5044.1,1.426115855,5044.1,1.615099459,5044.1,0.765467842
5046.2,3.052579029,5046.2,1.538310568,5046.2,1.093624747,5046.2,1.568199287,5046.2,0.557481315
5048.3,3.444471812,5048.3,1.437066686,5048.3,2.310883896,5048.3,1.550102781,5048.3,1.178654996
5050.4,3.276845197,5050.4,0.965080896,5050.4,1.650259907,5050.4,1.553109653,5050.4,-0.405465108
5052.5,3.025716963,5052.5,1.729737824,5052.5,1.368088397,5052.5,1.583148845,5052.5,0.922457247
5054.6,2.962921353,5054.6,2.388446384,5054.6,2.208653273,5054.6,1.585521167,5054.6,1.452985736
5056.7,2.991595288,5056.7,1.679086307,5056.7,1.59290861,5056.7,1.619783035,5056.7,0.932551253
5058.8,3.044834645,5058.8,1.545924507,5058.8,0.693147181,5058.8,1.592691769,5058.8,0.849493251
5060.9,3.17175734,5060.9,1.735670003,5060.9,1.128465252,5060.9,1.560820563,5060.9,1.157452789
5063,3.233928627,5063,1.455287233,5063,1.150798042,5063,1.547485671,5063,1.005086231
5065.1,3.234275041,5065.1,1.526056303,5065.1,1.21468446,5065.1,1.58349253,5065.1,0.984668029
5067.2,3.398847204,5067.2,1.577102532,5067.2,1.473305738,5067.2,1.56982397,5067.2,1.199416988
5069.3,3.244235737,5069.3,1.677491376,5069.3,1.153420525,5069.3,1.578192107,5069.3,0.994815495
5071.4,3.090911452,5071.4,1.806273512,5071.4,1.416534246,5071.4,1.59314724,5071.4,0.993901335
5073.5,3.05067441,5073.5,1.532556868,5073.5,1.247032294,5073.5,1.598313676,5073.5,0.854415328
5075.6,3.098309068,5075.6,1.386294361,5075.6,0.486655263,5075.6,1.627363983,5075.6,0.799253687
5077.7,3.049674174,5077.7,1.857356752,5077.7,1.109848362,5077.7,1.575106221,5077.7,1.010058891
5079.7,3.2907871,5079.7,1.258781041,5079.7,1.514972446,5079.7,1.580859639,5079.7,0.664573808
5081.8,2.992827828,5081.8,1.635291291,5081.8,1.171302022,5081.8,1.568103172,5081.8,0.810930216
5083.9,3.083232904,5083.9,1.890430997,5083.9,1.609437912,5083.9,1.577145274,5083.9,1.053149915
5086,3.078278966,5086,1.460592285,5086,1.013533279,5086,1.59399181,5086,0.70372929
5088.1,3.054231252,5088.1,1.523782468,5088.1,1.068306939,5088.1,1.584402022,5088.1,0.907295169
5090.2,2.994609194,5090.2,1.609437912,5090.2,1.053387191,5090.2,1.545349385,5090.2,0.718337429
5092.3,3.003968936,5092.3,1.594512262,5092.3,1.392448227,5092.3,1.57907963,5092.3,0.809557532
5094.4,2.728208277,5094.4,1.762891485,5094.4,0.64313676,5094.4,1.602701916,5094.4,0.80821651
5096.5,2.666135225,5096.5,1.72862643,5096.5,1.139940484,5096.5,1.609463047,5096.5,0.872299163
5098.6,2.759336104,5098.6,1.729440705,5098.6,1.234744463,5098.6,1.59821485,5098.6,0.97455964
5100.7,2.916041483,5100.7,1.507507932,5100.7,0.408895643,5100.7,1.557839952,5100.7,0.395102321
5102.8,2.918471476,5102.8,2.185763134,5102.8,1.693024629,5102.8,1.587899251,5102.8,1.234278154
5104.9,3.005929413,5104.9,1.612211839,5104.9,0.817084082,5104.9,1.602592117,5104.9,0.760286483
5107,2.983047114,5107,1.464937488,5107,1.452252329,5107,1.612143816,5107,0.912647741
5109.1,2.918210815,5109.1,2.83647599,5109.1,2.302585093,5109.1,1.588966396,5109.1,2.268683541
5111.2,2.956200588,5111.2,1.78339122,5111.2,1.563393974,5111.2,1.615878047,5111.2,1.123304901
5113.3,2.918239299,5113.3,1.975237764,5113.3,1.41706602,5113.3,1.606417429,5113.3,1.210203354
5115.4,3.022029226,5115.4,1.322539846,5115.4,0.06820825,5115.4,1.589365726,5115.4,0.60077386
5117.5,3.023652115,5117.5,1.550941706,5117.5,1.216395324,5117.5,1.58037133,5117.5,0.539943022
5119.6,2.984902872,5119.6,1.589235205,5119.6,1.105992396,5119.6,1.605337445,5119.6,0.731298947
5121.7,2.851227341,5121.7,1.762158999,5121.7,1.106911091,5121.7,1.636244976,5121.7,0.759636922
5123.8,2.737178474,5123.8,1.636905307,5123.8,1.373555335,5123.8,1.62404211,5123.8,0.620984734
5125.9,2.642872978,5125.9,1.59545167,5125.9,1.199797433,5125.9,1.609412294,5125.9,0.628608659
5128,2.535566713,5128,1.732336049,5128,0.971167342,5128,1.59468665,5128,0.773189888
5130.1,2.505669646,5130.1,2.316769728,5130.1,1.62713749,5130.1,1.620899717,5130.1,1.297658288
5132.2,2.622550033,5132.2,1.804782909,5132.2,1.120835425,5132.2,1.603707238,5132.2,1.068191692
5134.3,2.928280947,5134.3,2.225704049,5134.3,1.740466175,5134.3,1.609570935,5134.3,1.319085611
5136.4,2.775172527,5136.4,2.300408814,5136.4,2.034989779,5136.4,1.633206249,5136.4,1.336144577
5138.5,2.544064842,5138.5,1.809713273,5138.5,1.00764051,5138.5,1.542426497,5138.5,0.761415152
5140.6,2.527112302,5140.6,2.642910899,5140.6,1.998553883,5140.6,1.655752355,5140.6,1.736189618
5142.7,2.434875443,5142.7,2.23489008,5142.7,1.344524948,5142.7,1.646217018,5142.7,1.250162187
5144.7,2.527107004,5144.7,2.052974968,5144.7,1.499089855,5144.7,1.643846692,5144.7,1.355989012
5146.8,2.76078221,5146.8,1.960094784,5146.8,1.223775432,5146.8,1.61426474,5146.8,1.290150501
5148.8,2.863483408,5148.8,1.936498315,5148.8,1.51674725,5148.8,1.608906986,5148.8,0.951721169
5150.9,2.839263119,5150.9,2.120263536,5150.9,1.437587656,5150.9,1.611239503,5150.9,1.080912712
5153,3.00867926,5153,1.676813315,5153,1.480226181,5153,1.633264498,5153,0.737598943
5155,2.948563197,5155,2.199536717,5155,2.066335194,5155,1.627205919,5155,1.203972804
5157.1,2.914726921,5157.1,2.005907458,5157.1,1.288368824,5157.1,1.566995582,5157.1,1.13284546
5159.1,2.984395938,5159.1,1.91513849,5159.1,1.430746124,5159.1,1.625552274,5159.1,1.203972804
5161.2,2.985681938,5161.2,1.776491997,5161.2,1.452252329,5161.2,1.621888286,5161.2,0.952008814
5163.2,3.08814874,5163.2,1.428747677,5163.2,1.325829165,5163.2,1.581930368,5163.2,0.67772271
5165.3,2.970813468,5165.3,2.02271556,5165.3,1.539394069,5165.3,1.581278854,5165.3,0.978989326
5167.3,2.90416508,5167.3,1.897119985,5167.3,1.668006267,5167.3,1.650530327,5167.3,1.222841289
5169.4,2.808424484,5169.4,1.550971454,5169.4,0.648975962,5169.4,1.614134314,5169.4,0.525531771
5171.4,2.897751865,5171.4,1.62713749,5171.4,0.719580438,5171.4,1.604033224,5171.4,0.802962047
5173.5,2.927311321,5173.5,1.591296825,5173.5,0.298855373,5173.5,1.616267558,5173.5,0.494970252
5175.5,2.911243952,5175.5,1.58240924,5175.5,-0.068992871,5175.5,1.635599045,5175.5,0.481838087
5177.6,2.834868974,5177.6,1.708780356,5177.6,0.312374685,5177.6,1.582856182,5177.6,0.866166345
5179.7,2.865668806,5179.7,1.973584871,5179.7,1.403993938,5179.7,1.582105411,5179.7,1.122142786
5181.7,2.849128799,5181.7,2.122483293,5181.7,1.479076095,5181.7,1.590461804,5181.7,1.231371779
5183.8,2.899920575,5183.8,1.428975092,5183.8,0.639402905,5183.8,1.619386916,5183.8,0.639402905
5185.8,2.804727042,5185.8,1.96509539,5185.8,1.646047658,5185.8,1.609952991,5185.8,1.288438571
5187.9,2.915511752,5187.9,1.53612538,5187.9,0.759838555,5187.9,1.603617322,5187.9,1.051544778
5189.9,3.02516498,5189.9,1.5712167,5189.9,1.165751592,5189.9,1.613935602,5189.9,1.019148117
5192,3.432519853,5192,0.146603474,5192,1.006804739,5192,1.608899138,5192,0.233614851
5194,3.024185405,5194,1.315676794,5194,1.781607098,5194,1.597618586,5194,0.492476485
5196.1,2.833773411,5196.1,1.913120326,5196.1,1.959640342,5196.1,1.579241966,5196.1,0.870077889
5198.1,3.054560667,5198.1,1.635190409,5198.1,1.618095975,5198.1,1.612224459,5198.1,0.825318954
5200.2,2.887364237,5200.2,1.531476371,5200.2,1.011600912,5200.2,1.589929928,5200.2,0.415827895
5202.2,2.940130229,5202.2,2.539913279,5202.2,2.499677967,5202.2,1.631716932,5202.2,1.838279485
5204.3,2.6683153,5204.3,2.083465692,5204.3,1.57664809,5204.3,1.596011372,5204.3,1.109307578
5206.4,2.864123532,5206.4,1.412542587,5206.4,0.719395407,5206.4,1.607577498,5206.4,0.473985055
5208.4,2.862024135,5208.4,1.840343469,5208.4,1.250905958,5208.4,1.611935128,5208.4,0.934309237
5210.5,3.016600542,5210.5,1.742590445,5210.5,1.162203391,5210.5,1.613323169,5210.5,0.992128808
5212.5,3.106299797,5212.5,1.609437912,5212.5,1.418846964,5212.5,1.642986027,5212.5,0.967878101
5214.6,3.050044263,5214.6,1.716444132,5214.6,1.588034004,5214.6,1.601293847,5214.6,0.982298761
5216.6,2.98307583,5216.6,1.368056774,5216.6,1.134118977,5216.6,1.581361482,5216.6,0.501140318
5218.7,2.893259517,5218.7,2.138697238,5218.7,1.420583435,5218.7,1.582949271,5218.7,1.307704087
5220.7,2.999593006,5220.7,1.635564217,5220.7,1.422399366,5220.7,1.586070602,5220.7,1.273553738
5222.8,2.936405374,5222.8,1.840211853,5222.8,1.001882662,5222.8,1.570137361,5222.8,2.736024053
5224.8,2.838810582,5224.8,1.617100785,5224.8,1.342061106,5224.8,1.613562319,5224.8,1.923687012
5226.9,3.049486676,5226.9,1.508184179,5226.9,0.499652323,5226.9,1.602058406,5226.9,0.733969175
5228.9,2.643473693,5228.9,2.021333911,5228.9,1.622258601,5228.9,1.623451891,5228.9,1.049015348
5231,2.702164946,5231,1.902841292,5231,1.177393167,5231,1.609719023,5231,1.030789692
5233,2.898872729,5233,1.589005874,5233,1.131764496,5233,1.590646393,5233,0.687513363
5235.1,2.881165709,5235.1,2.110857738,5235.1,1.34834943,5235.1,1.604441107,5235.1,1.273816378
5237.2,2.897650673,5237.2,1.485895078,5237.2,1.319952413,5237.2,1.598904813,5237.2,0.807922695
5239.2,3.065022499,5239.2,1.551660112,5239.2,1.341443795,5239.2,1.606045829,5239.2,0.684336551
5241.3,2.870984531,5241.3,1.562402964,5241.3,0.854990206,5241.3,1.593995878,5241.3,0.547965171
5243.3,2.873659588,5243.3,1.632818361,5243.3,1.008664052,5243.3,1.598565996,5243.3,1.144154309
5245.4,2.942037697,5245.4,1.393918286,5245.4,0.848754525,5245.4,1.618339353,5245.4,1.388842133
5247.4,2.958953022,5247.4,1.48345811,5247.4,0.878864326,5247.4,1.584970524,5247.4,0.718337429
5249.5,2.858286681,5249.5,2.071430818,5249.5,1.59658977,5249.5,1.621318723,5249.5,1.160487692
5251.5,2.747059855,5251.5,1.842403202,5251.5,1.356638152,5251.5,1.614086635,5251.5,0.554034378
5253.6,2.528643524,5253.6,1.762602885,5253.6,1.377636298,5253.6,1.621157949,5253.6,0.693147181
5255.7,2.481455821,5255.7,1.764573329,5255.7,1.264191664,5255.7,1.651884329,5255.7,0.687383476
5257.7,2.494364705,5257.7,2.826655944,5257.7,1.659990192,5257.7,1.636669163,5257.7,1.851657611
5259.8,2.358449741,5259.8,2.57224866,5259.8,1.734601055,5259.8,1.652832447,5259.8,1.691676011
5261.8,2.366906199,5261.8,1.947650794,5261.8,1.21005185,5261.8,1.614886555,5261.8,0.769430485
5263.9,2.500869351,5263.9,2.36983732,5263.9,1.630944118,5263.9,1.616495142,5263.9,1.271225031
5266,2.637595222,5266,1.68005548,5266,1.58224217,5266,1.622182272,5266,0.72907919
5268,2.699700667,5268,1.830356769,5268,1.617736715,5268,1.606391838,5268,0.970357953
5270.1,2.874631528,5270.1,1.540445041,5270.1,0.804938587,5270.1,1.624832487,5270.1,0.660357358
5272.1,2.986876471,5272.1,1.971763528,5272.1,1.589235205,5272.1,1.625671734,5272.1,1.053149915
5274.2,3.037029831,5274.2,1.665007764,5274.2,1.30833282,5274.2,1.600356793,5274.2,0.845254959
5276.3,3.039318836,5276.3,1.642681971,5276.3,1.379227194,5276.3,1.595524884,5276.3,0.761200644
5278.3,3.296214724,5278.3,1.449473263,5278.3,1.148092346,5278.3,1.58699112,5278.3,0.6257059
5280.4,3.204253306,5280.4,1.562185028,5280.4,1.412393114,5280.4,1.588029522,5280.4,0.735506454
5282.4,3.108099435,5282.4,1.473305738,5282.4,1.469827474,5282.4,1.592934831,5282.4,0.766172316
5284.5,3.165891693,5284.5,1.697572254,5284.5,1.419446568,5284.5,1.577272977,5284.5,0.970949144
5286.6,3.178927574,5286.6,1.849329321,5286.6,1.53087559,5286.6,1.565361712,5286.6,1.293203938
5288.6,3.12037747,5288.6,1.218157439,5288.6,1.090644119,5288.6,1.626703221,5288.6,0.625429007
5290.7,3.019949197,5290.7,1.476603141,5290.7,0.693147181,5290.7,1.574916658,5290.7,0.881547783
5292.7,3.131716014,5292.7,1.209087905,5292.7,1.048967058,5292.7,1.571108888,5292.7,0.70165787
5294.8,2.832757244,5294.8,1.805811223,5294.8,0.711839314,5294.8,1.610358882,5294.8,0.837819116
5296.9,2.946016681,5296.9,1.496109227,5296.9,0.901901994,5296.9,1.568176203,5296.9,0.490987282
5298.9,3.077077913,5298.9,1.714327729,5298.9,1.435084525,5298.9,1.612893312,5298.9,0.870554723
5301,3.045904608,5301,1.759103506,5301,1.268134749,5301,1.614804157,5301,0.83343282
5303,3.017872128,5303,1.369022775,5303,0.349112172,5303,1.589587192,5303,0.314710745
5305.1,3.143912786,5305.1,1.745239454,5305.1,1.262456098,5305.1,1.559958778,5305.1,0.800777845
5307.1,3.048474622,5307.1,1.430935142,5307.1,0.5073413,5307.1,1.56502634,5307.1,0.480814545
5309.2,3.08970203,5309.2,1.578487666,5309.2,0.770989667,5309.2,1.623021211,5309.2,0.843207875
5311.3,3.146022127,5311.3,1.558144618,5311.3,0.738956717,5311.3,1.596895942,5311.3,0.815549162
5313.3,2.944959948,5313.3,1.524078063,5313.3,1.032860911,5313.3,1.574573433,5313.3,0.535961597
5315.4,2.90332714,5315.4,1.774163707,5315.4,0.645519132,5315.4,1.625983862,5315.4,0.620826519
5317.4,2.946439869,5317.4,1.72827859,5317.4,0.84729786,5317.4,1.594808211,5317.4,0.789539026
5319.5,3.038835377,5319.5,1.665257983,5319.5,1.234070835,5319.5,1.606144604,5319.5,1.374652786
5321.6,2.948191329,5321.6,2.315270253,5321.6,1.777473512,5321.6,1.612562639,5321.6,1.326002131
5323.6,2.966927712,5323.6,1.948175156,5323.6,0.854077547,5323.6,1.577065597,5323.6,1.124723433
5325.7,2.925773685,5325.7,2.018287119,5325.7,1.311534286,5325.7,1.537367679,5325.7,0.997636371
5327.7,3.007473232,5327.7,2.244691115,5327.7,2.074219598,5327.7,1.600123897,5327.7,1.41706602
5329.8,2.96935533,5329.8,2.017199233,5329.8,1.468986077,5329.8,1.578207757,5329.8,1.629916444
5331.9,3.156201643,5331.9,1.911199506,5331.9,1.206953432,5331.9,1.576537317,5331.9,1.913404579
5333.9,2.85285391,5333.9,2.246345375,5333.9,1.370546004,5333.9,1.625028852,5333.9,1.40946142
5336,2.500980475,5336,2.225395454,5336,1.176454775,5336,1.606085579,5336,1.53532994
5338,2.603787912,5338,2.060426276,5338,1.337161673,5338,1.575384686,5338,1.358514797
5340.1,2.777009015,5340.1,1.682956609,5340.1,1.049306528,5340.1,1.558516402,5340.1,1.139021827
5342.2,2.735484275,5342.2,1.722766598,5342.2,1.242319009,5342.2,1.556269154,5342.2,0.986494991
5344.2,2.643560827,5344.2,1.560121294,5344.2,0.677995376,5344.2,1.615463833,5344.2,0.911769247
5346.3,2.773455065,5346.3,1.840703728,5346.3,0.820592127,5346.3,1.593611888,5346.3,1.716156728
5348.3,2.721409178,5348.3,1.927351444,5348.3,1.358689095,5348.3,1.581671518,5348.3,1.718159111
5350.4,2.657897536,5350.4,1.888583654,5350.4,0.770108222,5350.4,1.587531024,5350.4,1.848454813
5352.4,2.775824971,5352.4,2.081063602,5352.4,1.430746124,5352.4,1.569561672,5352.4,1.752019141
5354.5,2.752067087,5354.5,1.94738182,5354.5,1.139021827,5354.5,1.576102885,5354.5,0.954718109
5356.6,2.901058255,5356.6,1.428494716,5356.6,-0.056752817,5356.6,1.546886925,5356.6,0.591610761
5358.6,2.865148746,5358.6,1.762421731,5358.6,0.790310929,5358.6,1.541105666,5358.6,1.46712169
5360.7,2.907269166,5360.7,2.100947747,5360.7,1.435774418,5360.7,1.5804464,5360.7,1.657537707
5362.7,2.800480769,5362.7,2.147392204,5362.7,1.252762968,5362.7,1.591786773,5362.7,1.944122838
5364.8,2.802262188,5364.8,2.263970257,5364.8,1.374865665,5364.8,1.597377845,5364.8,1.766182627
5366.8,2.828067875,5366.8,1.755511679,5366.8,0.992892125,5366.8,1.575536361,5366.8,0.721857286
5368.9,2.799977381,5368.9,2.153901895,5368.9,1.695132634,5368.9,1.608183291,5368.9,0.977534357
5370.9,2.818676826,5370.9,1.832581464,5370.9,1.026638789,5370.9,1.598112035,5370.9,0.697305191
5373,2.703880271,5373,1.935560768,5373,0.642327932,5373,1.591697549,5373,0.766933351
5375,2.787248274,5375,2.067320181,5375,1.040744906,5375,1.555690664,5375,1.19793049
5377.1,2.652003412,5377.1,2.06752876,5377.1,0.884202417,5377.1,1.536357477,5377.1,0.708813297
5379.2,2.700335602,5379.2,1.957504482,5379.2,0.356674944,5379.2,1.579064451,5379.2,0.713349888
5381.2,2.798426399,5381.2,2.060513532,5381.2,1.455703812,5381.2,1.592997814,5381.2,1.298145974
5383.3,2.678419292,5383.3,1.99124883,5383.3,1.165582915,5383.3,1.567906928,5383.3,0.843580384
5385.3,2.704387899,5385.3,1.916057186,5385.3,0.595383012,5385.3,1.614809196,5385.3,0.94337169
5387.4,2.605402655,5387.4,2.152985445,5387.4,1.136482563,5387.4,1.566777745,5387.4,1.048241929
5389.4,2.528566718,5389.4,2.202501634,5389.4,0.593063722,5389.4,1.562057589,5389.4,1.045646753
5391.5,2.593302657,5391.5,2.025306235,5391.5,1.016934258,5391.5,1.574440272,5391.5,1.013381856
5393.5,2.642413037,5393.5,2.229678322,5393.5,1.350505253,5393.5,1.572472602,5393.5,0.628608659
5395.6,2.788902298,5395.6,2.070910107,5395.6,1.042024814,5395.6,1.591728837,5395.6,0.878699758
5397.6,2.803469772,5397.6,2.378824373,5397.6,1.205270663,5397.6,1.564058989,5397.6,1.06784063
5399.7,2.917077491,5399.7,2.307120248,5399.7,1.386294361,5399.7,1.543921933,5399.7,1.252762968
5401.8,2.698465796,5401.8,2.08411809,5401.8,1.341558467,5401.8,1.617507152,5401.8,0.969831499
5403.8,2.78045906,5403.8,2.207389849,5403.8,1.018888815,5403.8,1.560552545,5403.8,1.051544778
5405.9,3.164044308,5405.9,1.950881162,5405.9,1.086916249,5405.9,1.525101492,5405.9,1.173273817
5407.9,3.010498109,5407.9,1.782457077,5407.9,0.901365082,5407.9,1.518745041,5407.9,0.616186139
5410,2.851622566,5410,2.013032113,5410,0.887852797,5410,1.537796033,5410,1.03095364
5412,2.814135842,5412,1.7814501,5412,0.629633775,5412,1.533858715,5412,1.00739628
5414.1,2.868623978,5414.1,2.092289684,5414.1,1.172446551,5414.1,1.547216537,5414.1,2.170038437
5416.1,2.816354586,5416.1,2.049354249,5416.1,0.989809429,5416.1,1.554366379,5416.1,1.265930679
5418.2,2.613676828,5418.2,2.072133348,5418.2,0.8986605,5418.2,1.591723219,5418.2,1.489954403
5420.3,2.651569789,5420.3,2.104134154,5420.3,0.733241638,5420.3,1.555847338,5420.3,1.805303694
5422.3,2.861614428,5422.3,1.659939527,5422.3,0.618485652,5422.3,1.534945451,5422.3,1.071879226
5424.4,2.847764625,5424.4,2.039800572,5424.4,0.876868318,5424.4,1.544231193,5424.4,1.488077055
5426.4,2.638954104,5426.4,2.145136801,5426.4,1.131003784,5426.4,1.557318716,5426.4,1.398564454
5428.5,2.621167765,5428.5,1.806045426,5428.5,0.852423448,5428.5,1.577915935,5428.5,1.222505052
5430.5,2.617246498,5430.5,1.773869904,5430.5,0.668011207,5430.5,1.521545516,5430.5,1.184638153
5432.6,2.706219765,5432.6,2.292659453,5432.6,1.386294361,5432.6,1.519419138,5432.6,1.364452619
5434.6,2.744371761,5434.6,1.945910149,5434.6,0.749588491,5434.6,1.549131833,5434.6,1.031920914
5436.7,2.717438951,5436.7,2.074683404,5436.7,0.938819845,5436.7,1.530832949,5436.7,0.8400383
5438.7,2.740355551,5438.7,2.157484249,5438.7,1.265666373,5438.7,1.585469922,5438.7,1.06336635
5440.8,2.510391333,5440.8,2.414046364,5440.8,1.678629769,5440.8,1.594233907,5440.8,1.220257398
5442.9,2.582155083,5442.9,2.614959778,5442.9,1.605262541,5442.9,1.553278031,5442.9,1.47590652
5444.9,2.646030048,5444.9,2.365763995,5444.9,0.806087592,5444.9,1.588021939,5444.9,1.378108777
5447,2.9347688,5447,1.763049363,5447,0.869950395,5447,1.56944972,5447,0.974915575
5449,2.980775808,5449,1.977365101,5449,1.149905583,5449,1.554222928,5449,1.021124793
5451.1,2.917052148,5451.1,2.339814435,5451.1,1.436725215,5451.1,1.611725158,5451.1,1.452985736
5458.8,2.679741167,5458.8,1.969257513,5458.8,0.567458965,5458.8,1.533697575,5458.8,1.452922233
5466.6,2.830655454,5466.6,2.199512908,5466.6,1.236430014,5466.6,1.582390628,5466.6,1.940001712
5474.4,2.826715319,5474.4,2.142777417,5474.4,1.246147729,5474.4,1.534491516,5474.4,1.366876275
5482.1,2.901306116,5482.1,2.127881504,5482.1,1.222910005,5482.1,1.554418665,5482.1,1.497519996
5489.9,2.796603598,5489.9,2.104134154,5489.9,1.105992396,5489.9,1.556372011,5489.9,2.426767363
5497.7,2.750769062,5497.7,2.225624052,5497.7,1.258040026,5497.7,1.544569537,5497.7,1.768865649
5505.4,2.909427844,5505.4,2.116506487,5505.4,1.122627165,5505.4,1.542404031,5505.4,1.091643619
5513.2,3.192542273,5513.2,1.756843204,5513.2,1.517064592,5513.2,1.530764552,5513.2,0.804372816
5521,3.109229408,5521,1.842060208,5521,1.628306397,5521,1.549579187,5521,0.496436886
5528.7,3.050896159,5528.7,1.551102335,5528.7,0.550046337,5528.7,1.520039492,5528.7,1.223775432
5536.5,3.083061238,5536.5,1.933653728,5536.5,0.936245346,5536.5,1.522107599,5536.5,1.040084949
5544.3,3.139998728,5544.3,1.582710264,5544.3,1.212725595,5544.3,1.477396682,5544.3,0.251314428
5552,3.191337306,5552,1.801105332,5552,1.320816432,5552,1.489481523,5552,0.446850324
5559.8,3.09682839,5559.8,1.77070606,5559.8,2.564949357,5559.8,1.527358175,5559.8,0.559615788
5567.6,3.215207132,5567.6,NaN,5567.6,NaN,5567.6,1.526081784,5567.6,NaN
5575.3,3.171971206,5575.3,1.723706006,5575.3,1.630271999,5575.3,1.463171257,5575.3,0.56710646
5583.1,3.00367363,5583.1,2.175833387,5583.1,1.738793934,5583.1,1.469258705,5583.1,0.971860583
5590.8,2.928624417,5590.8,2.727098396,5590.8,1.570217199,5590.8,1.524876116,5590.8,1.37663245
5598.6,3.087427802,5598.6,2.211125757,5598.6,0.945773084,5598.6,1.521456482,5598.6,0.885912697
5606.4,3.186492699,5606.4,NaN,5606.4,NaN,5606.4,1.430502816,5606.4,NaN
5614.1,3.159188264,5614.1,2.022283128,5614.1,0.98602407,5614.1,1.516613193,5614.1,0.338454398
5621.9,3.03129531,5621.9,1.83486457,5621.9,0.714349388,5621.9,1.475104868,5621.9,0.284104251
5629.7,3.172976506,5629.7,2.727576623,5629.7,1.313269226,5629.7,1.436515757,5629.7,1.706027683
5637.4,3.152942783,5637.4,2.247669335,5637.4,1.005335663,5637.4,1.502651218,5637.4,0.75242379
5645.2,3.036932895,5645.2,2.433021814,5645.2,1.1497183,5645.2,1.520196905,5645.2,1.10607501
5653,3.047274473,5653,1.92735987,5653,0.803757052,5653,1.505639324,5653,0.808978996
5660.7,3.038368007,5660.7,1.984131362,5660.7,0.550584116,5660.7,1.504936816,5660.7,0.824052751
5668.5,3.123172177,5668.5,2.360067528,5668.5,1.211444819,5668.5,1.544482065,5668.5,1.398716881
5676.3,3.307788081,5676.3,2.187468402,5676.3,0.415127019,5676.3,1.45893243,5676.3,0.978399118
5684,3.230700245,5684,2.169995172,5684,1.165894296,5684,1.473182782,5684,0.952972299
5691.8,3.106226468,5691.8,1.90161805,5691.8,0.494296322,5691.8,1.447207506,5691.8,0.607625007
5699.6,2.868252571,5699.6,2.504553647,5699.6,1.209670825,5699.6,1.496907499,5699.6,1.294074639
5707.3,2.611894594,5707.3,2.566230588,5707.3,0.633043256,5707.3,1.481523997,5707.3,1.026638789
5715.1,2.500762629,5715.1,2.888752324,5715.1,0.622766384,5715.1,1.49176193,5715.1,0.88673193
5722.9,2.30461295,5722.9,2.890371758,5722.9,1.293145306,5722.9,1.494986653,5722.9,0.885038188
5730.6,1.997183071,5730.6,3.185568627,5730.6,1.072409916,5730.6,1.500747626,5730.6,1.011600912
5738.4,1.047515291,5738.4,4.914461353,5738.4,1.314076153,5738.4,1.346602701,5738.4,1.818715279
