N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data     15/03/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000000.spe	0.04	8.00	1	0.018309	-0.002891	0.009696	0.091406	12708.46191	1.23	10	14	15	8	30	0	54	64	231	0	149	10	546	19194	135	0	8	30	0	78	39	148	151	684	526	0	0	0	17	0	42	58	10	83	109	19	272160888365892	17124	4720	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000001.spe	2.04	7.83	1	0.018309	-0.002891	0.009684	0.091406	12729.36133	1.24	25	0	32	11	46	6	77	51	195	0	68	18	464	14253	38	16	0	6	0	76	98	145	85	773	554	0	0	16	45	21	35	13	0	39	79	13	0	18349	4788	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000002.spe	4.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	10729.55957	1.18	23	19	16	0	15	0	56	18	50	0	33	0	167	4778	28	0	0	0	0	35	7	131	153	686	567	0	0	0	0	6	0	22	14	47	18	8	758263565314192	17105	4915	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000003.spe	6.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	13346.22852	1.22	13	0	0	15	32	12	73	75	271	0	116	13	504	14960	108	0	0	0	0	167	17	159	166	711	555	0	0	0	0	23	10	35	0	145	73	0	910379326739763	18755	5015	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000004.spe	8.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	15231.73633	1.25	12	28	20	0	48	0	51	126	419	0	140	13	840	25354	51	0	22	9	0	57	45	153	194	645	613	0	0	26	0	28	28	68	82	132	187	0	0	18807	5024	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000005.spe	10.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	15096.24023	1.22	5	13	41	0	65	0	40	119	1015	10	127	0	689	21679	166	0	0	29	0	0	24	146	223	798	678	0	0	0	0	10	0	54	73	5	60	0	738742406754394	19671	5414	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000006.spe	12.04	7.85	1	0.018309	-0.002891	0.009686	0.091406	15230.33496	1.28	0	0	6	0	71	0	71	131	992	0	159	8	721	22069	72	0	0	0	0	41	101	132	110	931	523	0	0	0	7	0	55	0	27	82	103	0	0	19508	5344	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000007.spe	14.04	7.86	1	0.018309	-0.002891	0.009686	0.091406	15729.31055	1.26	23	4	41	28	53	9	71	111	615	15	166	40	797	21114	80	0	0	55	0	0	43	183	116	712	776	0	0	7	10	0	0	0	56	35	118	7	0	20835	5575	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000008.spe	16.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	15777.60742	1.21	0	20	18	15	40	7	58	120	560	0	148	10	726	14242	61	0	0	0	0	0	40	113	143	821	768	0	0	0	0	21	22	50	87	0	58	4	0	22698	5544	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000009.spe	18.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	17228.73633	1.23	22	12	26	7	37	0	54	67	822	0	69	8	959	13237	59	0	0	13	0	16	115	185	139	620	742	0	0	12	0	0	13	65	53	34	126	9	77435185750906	26110	6009	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000010.spe	20.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	17227.43359	1.20	6	0	10	9	32	6	53	68	525	0	113	10	899	11647	139	0	0	0	21	46	111	148	91	749	840	0	0	0	11	0	0	0	4	0	32	0	0	25749	5975	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000011.spe	22.04	7.83	1	0.018309	-0.002891	0.009686	0.091406	17783.10742	1.22	9	0	16	0	51	0	41	110	563	0	118	29	1060	19263	171	0	0	0	0	39	78	305	81	641	670	0	0	10	0	0	25	18	45	154	77	0	0	25251	5914	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000012.spe	24.04	7.82	1	0.018309	-0.002891	0.009686	0.091406	15350.52930	1.21	6	15	18	10	40	13	52	152	454	0	174	18	804	19611	84	0	0	0	9	61	66	176	247	754	645	0	0	16	0	0	0	20	0	29	98	0	0	20403	5420	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000013.spe	26.04	7.80	1	0.018309	-0.002891	0.009686	0.091406	16341.17773	1.23	42	19	35	0	37	4	38	109	472	0	172	0	1240	30586	261	10	0	19	12	0	121	207	141	911	734	0	0	0	0	0	0	42	95	131	106	11	1538821028599802	20011	5306	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000014.spe	28.04	7.79	1	0.018309	-0.002891	0.009686	0.091406	16282.88281	1.19	7	0	0	6	45	0	67	77	360	0	136	7	1334	27759	110	0	0	0	0	157	101	238	190	602	630	0	0	12	28	16	0	55	0	114	151	13	0	20818	5486	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000015.spe	30.04	7.79	1	0.018309	-0.002891	0.009686	0.091406	17683.41211	1.29	11	16	20	0	61	0	65	106	353	0	149	26	1475	31632	82	7	0	16	0	79	47	221	186	687	770	0	0	15	33	0	27	20	35	126	189	8	0	21920	5600	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1E\XRF data\L000016.spe	32.04	7.79	1	0.018309	-0.002891	0.009686	0.091406	16885.95313	1.25	12	6	35	17	38	7	44	134	397	0	161	25	1267	21070	113	0	20	39	19	100	74	222	268	811	842	0	0	0	0	18	0	41	22	0	153	6	64492593731381	23135	5880	
