N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data     18/03/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000000.spe	0.01	8.00	1	0.018312	-0.003245	0.009618	0.092293	11571.41797	1.13	0	0	57	0	14	12	51	418	241	13	384	27	555	22242	143	0	43	124	18	113	23	38	355	641	551	0	0	15	18	43	28	66	4	173	77	0	0	12673	4189	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000001.spe	0.11	7.63	1	0.018313	-0.003245	0.009626	0.092293	12850.45508	1.20	18	0	54	0	17	0	35	549	296	0	428	19	697	28115	59	0	0	169	0	116	33	113	522	688	565	0	0	30	24	0	78	41	0	148	148	9	420909180540114	13426	4440	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000002.spe	0.21	7.63	1	0.018313	-0.003245	0.009617	0.092293	13076.54297	1.21	0	0	50	8	38	7	34	512	322	0	412	59	664	28591	0	0	0	164	0	0	20	13	513	819	633	0	0	62	75	52	24	19	154	0	186	0	0	13446	4367	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000003.spe	0.31	7.63	1	0.018313	-0.003245	0.009617	0.092293	13674.81152	1.23	18	0	62	7	31	0	20	567	300	0	494	51	715	31293	81	33	12	138	110	27	0	32	564	725	632	0	0	67	0	73	0	5	86	18	180	0	0	14017	4509	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000004.spe	0.41	7.63	1	0.018313	-0.003245	0.009612	0.092293	13983.29688	1.22	8	23	76	0	16	0	38	566	345	10	601	35	794	32980	5	0	15	166	64	0	56	49	482	841	711	0	0	25	5	0	9	21	84	81	273	0	0	13636	4566	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000005.spe	0.51	7.63	1	0.018313	-0.003245	0.009612	0.092293	13950.79785	1.20	18	16	81	18	13	5	44	608	380	0	552	43	784	32025	29	0	10	156	17	0	18	24	485	675	536	0	0	48	15	54	43	12	42	43	242	0	0	13712	4648	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000006.spe	0.61	7.63	1	0.018313	-0.003245	0.009612	0.092293	13899.60254	1.14	13	16	75	10	14	0	29	584	293	0	551	36	699	31171	212	15	41	157	36	75	20	18	496	715	681	0	0	25	0	41	49	17	0	140	125	0	1115364447587026	14158	4579	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000007.spe	0.71	7.63	1	0.018312	-0.003245	0.009612	0.092293	14058.59473	1.09	0	0	70	18	15	7	37	561	392	0	538	47	859	32794	95	10	40	204	71	0	21	84	426	774	568	0	0	46	14	27	28	6	115	27	201	0	1146104361788925	13836	4453	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000008.spe	0.81	7.63	1	0.018313	-0.003245	0.009612	0.092293	13701.31348	1.35	0	9	55	8	25	0	41	586	366	0	560	42	753	31455	139	33	22	190	29	30	27	52	470	709	603	0	0	51	11	22	0	26	100	105	174	0	132212793920855	13849	4661	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1I\XRF data\L000009.spe	0.91	7.63	1	0.018313	-0.003245	0.009612	0.092293	13030.54590	1.09	0	0	40	0	11	0	40	539	359	0	559	20	718	28115	93	45	0	144	0	0	5	18	453	791	643	5	0	37	0	0	65	15	106	19	122	13	0	13461	4445	
