N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data     15/03/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000000.spe	0.04	8.00	1	0.018309	-0.003767	0.010100	0.091406	10541.66992	1.62	0	0	0	0	25	6	65	15	59	0	27	13	45	2186	19	0	13	10	49	0	0	55	37	384	560	8	0	0	0	7	0	0	60	18	0	7	0	18064	4002	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000001.spe	2.04	8.00	1	0.018308	-0.003767	0.010108	0.091406	19564.41602	1.45	32	12	17	11	52	7	46	54	229	0	69	0	214	7411	81	0	41	42	45	112	18	236	0	702	884	0	0	6	0	16	0	37	0	0	35	9	2453143508670920	32893	7177	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000002.spe	4.04	7.84	1	0.018308	-0.003767	0.010106	0.091406	24036.78906	1.35	0	0	10	7	21	16	24	104	374	0	99	31	363	12921	30	29	16	5	0	100	90	384	167	832	892	15	0	17	0	18	22	86	37	49	188	9	3822746406015258	38621	7871	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000003.spe	6.04	7.76	1	0.018308	-0.003767	0.010106	0.091406	23944.29492	1.54	35	6	33	24	36	0	14	76	358	0	41	11	292	10728	111	9	0	20	46	184	58	451	226	758	1006	0	0	20	0	0	0	54	19	45	75	0	0	39300	8202	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000004.spe	8.04	7.76	1	0.018308	-0.003767	0.010106	0.091406	23399.72461	1.32	0	11	0	15	40	0	31	59	291	0	84	21	285	9280	0	0	24	59	35	24	67	578	129	718	1053	0	0	7	0	0	0	74	129	33	138	0	0	38540	7977	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000005.spe	10.04	7.76	1	0.018308	-0.003767	0.010106	0.091406	23094.83984	1.58	9	0	20	11	49	13	29	80	216	0	63	24	235	7473	149	0	0	0	0	152	179	295	102	813	1042	0	0	16	0	0	33	0	9	151	47	9	2180197016895980	38304	7981	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000006.spe	12.04	7.76	1	0.018308	-0.003767	0.010106	0.091406	23469.82227	1.45	0	0	0	0	19	0	29	57	271	0	70	15	314	9820	74	12	0	6	0	0	54	457	73	674	1074	0	0	8	13	0	87	22	131	25	114	0	0	37936	7888	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000007.spe	14.04	7.76	1	0.018308	-0.003767	0.010106	0.091406	23182.23633	1.38	13	9	12	0	28	0	32	71	238	0	74	0	277	9637	194	0	0	0	0	47	138	255	96	605	840	0	0	7	24	0	0	0	67	84	8	11	0	37217	7464	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000008.spe	16.04	7.79	1	0.018308	-0.003767	0.010106	0.091406	21991.39258	1.49	0	0	22	0	28	0	18	54	275	0	113	16	276	9482	46	0	0	0	0	32	79	401	67	693	917	0	0	0	0	0	20	28	67	71	111	0	0	35233	7223	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000009.spe	18.04	7.70	1	0.018308	-0.003767	0.010106	0.091406	22780.64453	1.35	5	7	0	6	24	0	21	43	244	0	86	16	298	11697	135	0	0	0	0	82	113	340	33	555	927	0	0	6	29	0	41	58	64	73	60	9	2992819112649925	35394	7034	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000010.spe	20.04	7.71	1	0.018308	-0.003767	0.010106	0.091406	19447.52539	1.42	5	0	42	6	64	15	56	51	239	0	61	30	224	9010	177	0	0	0	0	0	60	249	38	415	827	0	0	12	48	0	0	5	123	0	0	13	3239988771442922	31108	6628	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000011.spe	22.04	7.71	1	0.018308	-0.003767	0.010106	0.091406	20310.18164	1.32	0	19	0	8	24	8	24	49	243	0	85	8	225	8032	105	22	0	0	0	64	133	300	196	531	936	0	0	0	23	0	0	0	56	0	34	0	0	33327	6745	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000012.spe	24.04	7.71	1	0.018308	-0.003767	0.010106	0.091406	21580.71875	1.32	12	10	12	8	17	0	24	43	267	0	104	26	277	9278	101	0	0	0	0	0	55	413	127	540	924	0	0	0	34	13	56	30	137	75	88	7	4035833271545794	34578	7368	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000013.spe	26.04	7.74	1	0.018308	-0.003767	0.010106	0.091406	21361.72461	1.28	0	5	0	0	41	4	38	68	283	0	79	27	236	9428	78	0	0	0	0	0	134	284	153	591	1051	0	0	5	0	0	73	53	109	0	91	0	0	34445	6976	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000014.spe	28.04	7.74	1	0.018308	-0.003767	0.010106	0.091406	21832.70313	1.35	38	12	37	0	30	4	33	46	246	0	108	0	282	10389	23	0	0	50	0	0	203	432	263	620	1015	0	0	0	57	33	48	38	125	95	140	8	2765396026911514	35078	7398	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000015.spe	30.04	7.74	1	0.018308	-0.003767	0.010106	0.091406	21185.83789	1.24	16	0	0	8	25	0	36	45	213	0	63	19	226	8896	125	0	0	0	0	146	77	256	96	446	859	0	0	0	0	0	0	0	0	18	73	9	2946532722167702	34497	7041	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000016.spe	32.04	7.74	1	0.018308	-0.003767	0.010106	0.091406	22938.84961	1.37	41	23	21	4	31	8	16	46	215	0	61	36	267	9251	108	0	0	0	0	68	226	393	110	755	836	0	0	0	0	45	77	42	24	159	65	0	0	37213	7623	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000017.spe	34.04	7.74	1	0.018308	-0.003767	0.010106	0.091406	24910.64648	1.41	8	4	8	10	35	0	29	54	269	0	76	10	534	11798	122	0	0	0	0	45	131	431	161	704	1045	0	0	26	0	11	37	99	109	134	68	0	4347699791309237	40209	8347	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000018.spe	36.04	7.77	1	0.018308	-0.003767	0.010106	0.091406	24532.66602	1.45	5	0	21	29	56	18	38	74	332	0	143	13	312	11228	60	0	0	19	0	97	0	335	71	608	969	0	0	0	27	0	87	88	5	97	122	5	0	39722	7834	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000019.spe	38.04	7.73	1	0.018308	-0.003767	0.010106	0.091406	23432.02539	1.26	24	7	33	0	26	4	55	66	249	0	99	25	270	8836	81	19	0	33	0	33	63	414	51	593	1204	0	0	0	17	26	4	31	44	150	63	21	4064097461816826	38681	8068	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000020.spe	40.04	7.66	1	0.018308	-0.003767	0.010106	0.091406	15760.20801	1.48	29	18	16	16	31	14	78	0	37	8	12	16	52	1596	55	15	0	0	27	0	0	166	0	380	946	0	0	0	0	45	0	17	40	0	0	8	3242861753317298	27961	6035	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000021.spe	42.04	7.67	1	0.018308	-0.003767	0.010106	0.091406	13555.82031	1.16	33	9	10	18	27	0	66	4	5	0	5	0	0	437	0	6	0	12	0	38	0	21	0	225	754	0	0	0	12	23	0	0	0	7	0	8	0	25185	5318	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000022.spe	44.04	7.67	1	0.018308	-0.003767	0.010106	0.091406	16214.38672	1.23	0	8	0	0	29	0	58	8	46	6	26	11	75	2435	23	11	18	0	15	51	34	227	0	248	801	4	0	0	0	0	0	0	0	0	38	0	0	29057	6236	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000023.spe	46.04	7.67	1	0.018308	-0.003767	0.010106	0.091406	19353.72656	1.38	7	9	11	0	25	12	35	45	167	0	42	17	169	6081	60	0	0	0	0	32	181	379	75	343	945	0	0	0	57	0	0	0	159	64	71	11	3233751735322222	32695	6623	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000024.spe	48.04	7.67	1	0.018308	-0.003767	0.010106	0.091406	22401.27539	1.30	24	34	17	31	49	7	26	48	190	0	53	16	246	7700	69	0	0	0	16	80	192	340	10	440	946	0	0	0	19	42	0	12	134	39	38	0	0	37433	7437	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1A\XRF data\L000025.spe	50.04	7.70	1	0.018308	-0.003767	0.010106	0.091406	22666.26172	1.36	0	5	15	7	40	13	43	50	257	0	68	0	262	8941	170	0	0	35	0	0	34	327	69	533	1015	0	0	0	0	0	87	53	159	76	33	12	3583322051108986	36706	7258	
