N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data     15/03/2013  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Pb	D1	S1	S2	S3	Mo inc	Mo coh	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000000.spe	0.04	8.00	1	0.018316	-0.003767	0.010093	0.091406	4371.87988	0.90	0	5	0	0	11	5	68	0	0	0	0	0	0	0	0	5	0	0	0	8	0	29	0	8	236	0	0	0	0	0	10	12	6	7	5	0	424761261088946	7019	1611	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000001.spe	2.04	8.00	1	0.018315	-0.003767	0.010101	0.091406	4931.35303	1.14	11	0	10	15	12	5	69	0	9	0	0	0	0	0	0	0	0	0	0	0	21	30	0	65	291	0	0	4	4	11	0	0	20	0	0	8	0	8456	2043	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000002.spe	4.04	8.00	1	0.018314	-0.003767	0.010099	0.091406	8462.67480	0.97	15	12	0	0	18	0	91	6	0	0	0	0	0	55	11	0	0	0	0	32	30	48	23	260	432	0	0	0	6	8	0	0	0	27	0	16	0	15261	3339	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000003.spe	6.04	8.00	1	0.018314	-0.003767	0.010099	0.091406	10080.19336	1.14	19	25	15	0	26	12	59	0	0	0	0	0	0	135	0	6	0	0	0	0	66	131	64	392	602	15	6	5	0	0	0	0	19	65	0	14	0	17952	4090	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000004.spe	8.04	8.00	1	0.018314	-0.003767	0.010099	0.091406	13666.41211	1.30	23	29	6	0	20	14	68	0	26	4	18	11	58	1842	45	0	19	0	59	0	8	97	132	324	570	0	0	0	0	0	0	25	17	0	0	0	465007310654560	24193	5311	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000005.spe	10.04	8.00	1	0.018314	-0.003767	0.010099	0.091406	19392.72461	1.29	10	10	18	0	27	17	51	52	100	0	32	36	152	5225	56	0	0	42	0	164	92	254	188	480	976	0	0	0	46	18	0	0	0	99	68	0	0	33258	6701	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000006.spe	12.04	8.00	1	0.018314	-0.003767	0.010099	0.091406	21185.23633	1.66	0	0	0	12	53	18	61	55	147	11	45	26	198	5846	22	0	0	0	0	0	131	219	0	316	1045	0	4	20	24	9	30	0	88	123	41	18	2490906101993836	36571	7459	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000007.spe	14.04	8.00	1	0.018314	-0.003767	0.010099	0.091406	21799.20508	1.40	0	0	0	0	36	0	48	44	175	0	59	0	227	6497	88	0	0	21	10	85	216	315	0	346	975	0	0	24	9	35	0	9	51	0	63	9	0	36626	7257	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000008.spe	16.04	8.00	1	0.018314	-0.003767	0.010099	0.091406	19724.60938	1.23	0	0	4	12	27	0	55	16	132	0	57	17	169	3966	27	0	19	0	0	33	0	212	0	238	1012	0	0	0	0	0	0	34	45	0	54	9	0	34362	6940	
N:\5-Results\ITRAX\Raw data\ITRAX Aug 2008_PAT-MG-ARD-BK1G\PAT1B\XRF data\L000009.spe	18.04	8.00	1	0.018314	-0.003767	0.010099	0.091406	20127.08789	1.72	0	0	0	0	18	0	34	11	111	0	56	8	165	3560	30	0	0	0	0	107	129	230	34	336	715	0	0	0	0	0	27	14	0	62	0	0	0	34942	7152	
